timestamp,x,y,z
2024-10-03 09:08:29.906448,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:33.187256,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:36.099922,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:39.398606,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:42.364844,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:45.663111,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:48.558486,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:51.764732,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:54.684526,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:08:57.665928,-0.3734954595565796,8.26239013671875,5.971138954162598
2024-10-03 09:09:00.988800,-0.3734954595565796,8.26239013671875,9.509769439697266
2024-10-03 09:09:04.059192,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:06.972822,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:10.264345,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:13.205918,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:16.605309,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:19.927083,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:22.912664,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:26.151961,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:29.513475,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:32.431923,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:35.739890,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:39.171907,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:42.937096,3.093308687210083,0.14604631066322327,9.509769439697266
2024-10-03 09:09:46.233151,3.093308687210083,0.14604631066322327,9.509769439697266
